title,rank,date,artist,url,region,chart,trend,streams
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-01,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1371493.0
God's Plan,1,2018-03-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3236848.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-02,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1161746.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-02-01,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1587455.0
Turn Up On the Weekend,1,2017-08-01,"Branchez, Big Wet",https://open.spotify.com/track/2AEzMPR01sg1wsXurYrgDx,United States,viral50,SAME_POSITION,
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-03,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1284891.0
God's Plan,1,2018-03-02,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3257136.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-02-02,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1549896.0
These Heaux,1,2017-09-01,Bhad Bhabie,https://open.spotify.com/track/6SUxrwVN19Kmd9JfIbjJUj,United States,viral50,MOVE_UP,
Turn Up On the Weekend,1,2017-08-02,"Branchez, Big Wet",https://open.spotify.com/track/2AEzMPR01sg1wsXurYrgDx,United States,viral50,SAME_POSITION,
These Heaux,1,2017-09-02,Bhad Bhabie,https://open.spotify.com/track/6SUxrwVN19Kmd9JfIbjJUj,United States,viral50,SAME_POSITION,
Turn Up On the Weekend,1,2017-08-03,"Branchez, Big Wet",https://open.spotify.com/track/2AEzMPR01sg1wsXurYrgDx,United States,viral50,SAME_POSITION,
Turn Up On the Weekend,1,2017-08-04,"Branchez, Big Wet",https://open.spotify.com/track/2AEzMPR01sg1wsXurYrgDx,United States,viral50,SAME_POSITION,
God's Plan,1,2018-02-01,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3688855.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-04,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1293486.0
Turn Up On the Weekend,1,2017-08-05,"Branchez, Big Wet",https://open.spotify.com/track/2AEzMPR01sg1wsXurYrgDx,United States,viral50,SAME_POSITION,
Turn Up On the Weekend,1,2017-08-06,"Branchez, Big Wet",https://open.spotify.com/track/2AEzMPR01sg1wsXurYrgDx,United States,viral50,SAME_POSITION,
These Heaux,1,2017-09-03,Bhad Bhabie,https://open.spotify.com/track/6SUxrwVN19Kmd9JfIbjJUj,United States,viral50,SAME_POSITION,
Bad and Boujee (feat. Lil Uzi Vert),1,2017-02-03,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1615036.0
...Ready For It?,1,2017-09-04,Taylor Swift,https://open.spotify.com/track/7zgqtptZvhf8GEmdsM2vp2,United States,viral50,NEW_ENTRY,
Cocaina,1,2017-08-07,"Captain Cuts, Rich The Kid, Daniels",https://open.spotify.com/track/4dHh7DeKSg5zDhMOn7jnlw,United States,viral50,NEW_ENTRY,
...Ready For It?,1,2017-09-05,Taylor Swift,https://open.spotify.com/track/7zgqtptZvhf8GEmdsM2vp2,United States,viral50,SAME_POSITION,
Cocaina,1,2017-08-08,"Captain Cuts, Rich The Kid, Daniels",https://open.spotify.com/track/4dHh7DeKSg5zDhMOn7jnlw,United States,viral50,SAME_POSITION,
Cocaina,1,2017-08-09,"Captain Cuts, Rich The Kid, Daniels",https://open.spotify.com/track/4dHh7DeKSg5zDhMOn7jnlw,United States,viral50,SAME_POSITION,
...Ready For It?,1,2017-09-06,Taylor Swift,https://open.spotify.com/track/7zgqtptZvhf8GEmdsM2vp2,United States,viral50,SAME_POSITION,
God's Plan,1,2018-02-02,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3736723.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-02-04,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1629100.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-05,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1295592.0
...Ready For It?,1,2017-09-07,Taylor Swift,https://open.spotify.com/track/7zgqtptZvhf8GEmdsM2vp2,United States,viral50,SAME_POSITION,
Cocaina,1,2017-08-10,"Captain Cuts, Rich The Kid, Daniels",https://open.spotify.com/track/4dHh7DeKSg5zDhMOn7jnlw,United States,viral50,SAME_POSITION,
...Ready For It?,1,2017-09-08,Taylor Swift,https://open.spotify.com/track/7zgqtptZvhf8GEmdsM2vp2,United States,viral50,SAME_POSITION,
Let Me,1,2017-08-11,"GrizzRivers, Peter Fenn",https://open.spotify.com/track/2YSUqtM3ubhJXRlOsE6mDb,United States,viral50,MOVE_UP,
...Ready For It?,1,2017-09-09,Taylor Swift,https://open.spotify.com/track/7zgqtptZvhf8GEmdsM2vp2,United States,viral50,SAME_POSITION,
God's Plan,1,2018-03-03,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3205490.0
Let Me,1,2017-08-12,"GrizzRivers, Peter Fenn",https://open.spotify.com/track/2YSUqtM3ubhJXRlOsE6mDb,United States,viral50,SAME_POSITION,
...Ready For It?,1,2017-09-10,Taylor Swift,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM,United States,viral50,SAME_POSITION,
Too Good At Goodbyes - Edit,1,2017-09-11,Sam Smith,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,United States,viral50,NEW_ENTRY,
Too Good At Goodbyes - Edit,1,2017-09-12,Sam Smith,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,United States,viral50,SAME_POSITION,
Let Me,1,2017-08-13,"GrizzRivers, Peter Fenn",https://open.spotify.com/track/2YSUqtM3ubhJXRlOsE6mDb,United States,viral50,SAME_POSITION,
Too Good At Goodbyes - Edit,1,2017-09-13,Sam Smith,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,United States,viral50,SAME_POSITION,
Bad and Boujee (feat. Lil Uzi Vert),1,2017-02-05,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1509461.0
Shape of You,1,2017-01-06,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,NEW_ENTRY,1517787.0
Silence,1,2017-08-14,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,United States,viral50,NEW_ENTRY,
God's Plan,1,2018-02-03,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3492062.0
Too Good At Goodbyes - Edit,1,2017-09-14,Sam Smith,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,United States,viral50,SAME_POSITION,
Too Good At Goodbyes - Edit,1,2017-09-15,Sam Smith,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,United States,viral50,SAME_POSITION,
Silence,1,2017-08-15,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,United States,viral50,SAME_POSITION,
Too Good At Goodbyes - Edit,1,2017-09-16,Sam Smith,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,United States,viral50,SAME_POSITION,
Silence,1,2017-08-16,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,United States,viral50,SAME_POSITION,
Silence,1,2017-08-17,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,United States,viral50,SAME_POSITION,
Silence,1,2017-08-18,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,United States,viral50,SAME_POSITION,
Too Good At Goodbyes - Edit,1,2017-09-17,Sam Smith,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,United States,viral50,SAME_POSITION,
Silence,1,2017-08-19,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,United States,viral50,SAME_POSITION,
Shape of You,1,2017-01-07,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1437473.0
Pain 1993 (with Playboi Carti),1,2020-05-01,Drake,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo,United States,top200,NEW_ENTRY,2981299.0
Silence,1,2017-08-20,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,United States,viral50,SAME_POSITION,
ROCKSTAR (feat. Roddy Ricch),1,2020-06-01,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1536712.0
THE SCOTTS,1,2020-05-02,"THE SCOTTS, Travis Scott, Kid Cudi",https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,United States,top200,MOVE_UP,1975803.0
Friends (with BloodPop®),1,2017-08-21,Justin Bieber,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,United States,viral50,NEW_ENTRY,
Friends (with BloodPop®),1,2017-08-22,Justin Bieber,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,United States,viral50,SAME_POSITION,
rockstar,1,2017-09-18,"Post Malone, 21 Savage",https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R,United States,viral50,NEW_ENTRY,
ROCKSTAR (feat. Roddy Ricch),1,2020-06-02,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1614074.0
rockstar,1,2017-09-19,"Post Malone, 21 Savage",https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R,United States,viral50,SAME_POSITION,
God's Plan,1,2018-02-04,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3168586.0
Shape of You,1,2017-02-06,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,MOVE_UP,1334266.0
Friends (with BloodPop®),1,2017-08-23,Justin Bieber,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,United States,viral50,SAME_POSITION,
Take Me,1,2017-08-24,Aly & AJ,https://open.spotify.com/track/1p6bEgeBsRdsxl8HoRWYEB,United States,viral50,MOVE_UP,
rockstar,1,2017-09-20,"Post Malone, 21 Savage",https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R,United States,viral50,SAME_POSITION,
Take Me,1,2017-08-25,Aly & AJ,https://open.spotify.com/track/1p6bEgeBsRdsxl8HoRWYEB,United States,viral50,SAME_POSITION,
rockstar,1,2017-09-21,"Post Malone, 21 Savage",https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R,United States,viral50,SAME_POSITION,
rockstar,1,2017-09-22,"Post Malone, 21 Savage",https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R,United States,viral50,SAME_POSITION,
God's Plan,1,2018-02-05,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2989933.0
rockstar,1,2017-09-23,"Post Malone, 21 Savage",https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R,United States,viral50,SAME_POSITION,
Silence,1,2017-08-26,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,United States,viral50,MOVE_UP,
Money Team,1,2017-08-27,Friyie,https://open.spotify.com/track/3qpCDnqnikzjra9AeifPdt,United States,viral50,MOVE_UP,
rockstar,1,2017-09-24,"Post Malone, 21 Savage",https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R,United States,viral50,SAME_POSITION,
Look What You Made Me Do,1,2017-08-28,Taylor Swift,https://open.spotify.com/track/2VjtYe7gpfUi2OkGxR2O2z,United States,viral50,NEW_ENTRY,
Hi Bich,1,2017-09-25,Bhad Bhabie,https://open.spotify.com/track/5JW8njiQorZ7m2VHYddTt6,United States,viral50,NEW_ENTRY,
Shape of You,1,2017-01-08,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1346146.0
Shape of You,1,2017-02-07,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1493467.0
Hi Bich,1,2017-09-26,Bhad Bhabie,https://open.spotify.com/track/5JW8njiQorZ7m2VHYddTt6,United States,viral50,SAME_POSITION,
God's Plan,1,2018-02-06,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3446786.0
Look What You Made Me Do,1,2017-08-29,Taylor Swift,https://open.spotify.com/track/2VjtYe7gpfUi2OkGxR2O2z,United States,viral50,SAME_POSITION,
Hi Bich,1,2017-09-27,Bhad Bhabie,https://open.spotify.com/track/5JW8njiQorZ7m2VHYddTt6,United States,viral50,SAME_POSITION,
Man's Not Hot,1,2017-09-28,Big Shaq,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr,United States,viral50,NEW_ENTRY,
Look What You Made Me Do,1,2017-08-30,Taylor Swift,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR,United States,viral50,NEW_ENTRY,
THE SCOTTS,1,2020-05-03,"THE SCOTTS, Travis Scott, Kid Cudi",https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,United States,top200,SAME_POSITION,1722617.0
Man's Not Hot,1,2017-09-29,Big Shaq,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr,United States,viral50,SAME_POSITION,
Look What You Made Me Do,1,2017-08-31,Taylor Swift,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR,United States,viral50,SAME_POSITION,
Man's Not Hot,1,2017-09-30,Big Shaq,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr,United States,viral50,SAME_POSITION,
God's Plan,1,2018-02-07,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3370488.0
Shape of You,1,2017-02-08,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1521995.0
Shape of You,1,2017-01-09,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1532772.0
God's Plan,1,2018-03-04,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2887623.0
Shape of You,1,2017-02-09,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1467892.0
God's Plan,1,2018-03-05,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2818168.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-10,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,MOVE_UP,1554966.0
Shape of You,1,2017-02-10,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1519600.0
God's Plan,1,2018-02-08,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3348966.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-03,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1652973.0
Call Out My Name,1,2018-04-01,The Weeknd,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,United States,top200,SAME_POSITION,2172749.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-02-11,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,MOVE_UP,1469689.0
God's Plan,1,2018-03-06,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2857219.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-11,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1591603.0
Better Now,1,2018-05-01,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,United States,top200,SAME_POSITION,3034705.0
Call Out My Name,1,2018-04-02,The Weeknd,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,United States,top200,SAME_POSITION,2698064.0
THE SCOTTS,1,2020-05-04,"THE SCOTTS, Travis Scott, Kid Cudi",https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,United States,top200,SAME_POSITION,1746796.0
God's Plan,1,2018-02-09,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3404706.0
Shape of You,1,2017-02-12,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,MOVE_UP,1351553.0
Call Out My Name,1,2018-04-03,The Weeknd,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,United States,top200,SAME_POSITION,2463442.0
God's Plan,1,2018-03-07,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2719092.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-12,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1618538.0
Better Now,1,2018-05-02,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,United States,top200,SAME_POSITION,2791819.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-04,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1611086.0
God's Plan,1,2018-02-10,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3215589.0
Shape of You,1,2017-02-13,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1512262.0
THE SCOTTS,1,2020-05-05,"THE SCOTTS, Travis Scott, Kid Cudi",https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,United States,top200,SAME_POSITION,1741102.0
Call Out My Name,1,2018-04-04,The Weeknd,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,United States,top200,SAME_POSITION,2263253.0
God's Plan,1,2018-03-08,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2712193.0
Better Now,1,2018-05-03,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,United States,top200,SAME_POSITION,2592085.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-13,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1670271.0
God's Plan,1,2018-02-11,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2867507.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-05,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1655785.0
Better Now,1,2018-05-04,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,United States,top200,SAME_POSITION,2348694.0
THE SCOTTS,1,2020-05-06,"THE SCOTTS, Travis Scott, Kid Cudi",https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,United States,top200,SAME_POSITION,1612458.0
God's Plan,1,2018-04-05,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,MOVE_UP,1940198.0
Shape of You,1,2017-02-14,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1578630.0
God's Plan,1,2018-03-09,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2830484.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-14,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1611831.0
Better Now,1,2018-05-05,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,United States,top200,SAME_POSITION,2024256.0
Shape of You,1,2017-02-15,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1605245.0
God's Plan,1,2018-03-10,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2854807.0
Nice For What,1,2018-05-06,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,MOVE_UP,1749448.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-06,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1662394.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-15,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1461746.0
THE SCOTTS,1,2020-05-07,"THE SCOTTS, Travis Scott, Kid Cudi",https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,United States,top200,SAME_POSITION,1548018.0
God's Plan,1,2018-04-06,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2016775.0
Shape of You,1,2017-02-16,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1609218.0
God's Plan,1,2018-02-12,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3026004.0
God's Plan,1,2018-03-11,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2618682.0
Nice For What,1,2018-04-07,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,NEW_ENTRY,2213554.0
This Is America,1,2018-05-07,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,MOVE_UP,2270990.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-07,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1495036.0
God's Plan,1,2018-02-13,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3041162.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-16,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1429451.0
Nice For What,1,2018-04-08,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,NEW_ENTRY,2374881.0
God's Plan,1,2018-03-12,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2551067.0
Shape of You,1,2017-02-17,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1677614.0
God's Plan,1,2018-02-14,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3010833.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-17,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1442031.0
This Is America,1,2018-05-08,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,2655720.0
Nice For What,1,2018-04-09,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,2992606.0
Stuck with U (with Justin Bieber),1,2020-05-08,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,United States,top200,NEW_ENTRY,2365819.0
God's Plan,1,2018-03-13,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2503973.0
Shape of You,1,2017-02-18,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1578343.0
This Is America,1,2018-05-09,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,2749514.0
ROCKSTAR (feat. Roddy Ricch),1,2020-06-08,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,SAME_POSITION,1549341.0
God's Plan,1,2018-03-14,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,2464739.0
God's Plan,1,2018-02-15,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3020732.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-18,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1474117.0
Stuck with U (with Justin Bieber),1,2020-05-09,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,United States,top200,SAME_POSITION,1584889.0
Shape of You,1,2017-02-19,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1425527.0
Nice For What,1,2018-04-10,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,3087040.0
Shape of You,1,2017-02-20,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1500361.0
God's Plan,1,2018-02-16,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3289591.0
Bad and Boujee (feat. Lil Uzi Vert),1,2017-01-19,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,United States,top200,SAME_POSITION,1473415.0
This Is America,1,2018-05-10,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,United States,top200,SAME_POSITION,2586594.0
ROCKSTAR (feat. Roddy Ricch),1,2020-05-10,DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,United States,top200,MOVE_UP,1391804.0
Nice For What,1,2018-04-11,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,3121508.0
Shape of You,1,2017-02-21,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1522352.0
God's Plan,1,2018-02-17,Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,United States,top200,SAME_POSITION,3406279.0
Nice For What,1,2018-04-12,Drake,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN,United States,top200,SAME_POSITION,3038676.0
