title,rank,date,artist,url,region,chart,trend,streams
STAY (with Justin Bieber),1,2021-07-16,The Kid LAROI,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,United States,top200,SAME_POSITION,2233236.0
Wishing Well,1,2020-07-21,Juice WRLD,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb,United States,top200,SAME_POSITION,1459381.0
positions,1,2020-11-09,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,SAME_POSITION,1261012.0
WAP (feat. Megan Thee Stallion),1,2020-09-17,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1786955.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-12,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,MOVE_UP,1146268.0
WAP (feat. Megan Thee Stallion),1,2020-08-22,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,2953683.0
drivers license,1,2021-01-10,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,3857054.0
positions,1,2020-11-10,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,SAME_POSITION,1267133.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-13,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,SAME_POSITION,1200077.0
positions,1,2020-11-11,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,SAME_POSITION,1232985.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-14,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,SAME_POSITION,1233414.0
drivers license,1,2021-01-11,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,5688246.0
Wishing Well,1,2020-07-22,Juice WRLD,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb,United States,top200,SAME_POSITION,1426435.0
WAP (feat. Megan Thee Stallion),1,2020-08-23,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,2634872.0
All I Want for Christmas Is You,1,2020-12-09,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,United States,top200,SAME_POSITION,1112532.0
t h e . c l i m b . b a c k,1,2020-07-23,J. Cole,https://open.spotify.com/track/0FlfN5cbUUpIHCRH8X1M44,United States,top200,NEW_ENTRY,1507441.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-15,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,SAME_POSITION,1246067.0
WAP (feat. Megan Thee Stallion),1,2020-08-24,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,2487261.0
Holy (feat. Chance The Rapper),1,2020-09-18,Justin Bieber,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,United States,top200,NEW_ENTRY,2020462.0
positions,1,2020-11-12,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,SAME_POSITION,1229717.0
All I Want for Christmas Is You,1,2020-12-10,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,United States,top200,SAME_POSITION,1111911.0
STAY (with Justin Bieber),1,2021-07-17,The Kid LAROI,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,United States,top200,SAME_POSITION,2021889.0
drivers license,1,2021-01-12,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,6145601.0
the 1,1,2020-07-24,Taylor Swift,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8,United States,top200,NEW_ENTRY,4175284.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-16,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,SAME_POSITION,1313525.0
WAP (feat. Megan Thee Stallion),1,2020-08-25,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,2484070.0
Therefore I Am,1,2020-11-13,Billie Eilish,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,United States,top200,MOVE_UP,1754735.0
WAP (feat. Megan Thee Stallion),1,2020-09-19,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,MOVE_UP,1964316.0
willow,1,2020-12-11,Taylor Swift,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,United States,top200,NEW_ENTRY,3645354.0
STAY (with Justin Bieber),1,2021-07-18,The Kid LAROI,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,United States,top200,SAME_POSITION,1735481.0
drivers license,1,2021-01-13,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,5723851.0
cardigan,1,2020-07-25,Taylor Swift,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,United States,top200,MOVE_UP,2467977.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-17,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,SAME_POSITION,1319748.0
WAP (feat. Megan Thee Stallion),1,2020-09-20,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1681574.0
WAP (feat. Megan Thee Stallion),1,2020-08-26,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,2508423.0
cardigan,1,2020-07-26,Taylor Swift,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,United States,top200,SAME_POSITION,1911845.0
willow,1,2020-12-12,Taylor Swift,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,United States,top200,SAME_POSITION,2209417.0
Therefore I Am,1,2020-11-14,Billie Eilish,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,United States,top200,SAME_POSITION,1455697.0
WAP (feat. Megan Thee Stallion),1,2020-09-21,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1518117.0
drivers license,1,2021-01-14,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,5271136.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-18,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,SAME_POSITION,1151554.0
STAY (with Justin Bieber),1,2021-07-19,The Kid LAROI,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,United States,top200,SAME_POSITION,1863631.0
cardigan,1,2020-07-27,Taylor Swift,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,United States,top200,SAME_POSITION,2060016.0
willow,1,2020-12-13,Taylor Swift,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,United States,top200,SAME_POSITION,1620162.0
Therefore I Am,1,2020-11-15,Billie Eilish,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,United States,top200,SAME_POSITION,1223980.0
WAP (feat. Megan Thee Stallion),1,2020-08-27,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,2468152.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-19,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,SAME_POSITION,1159564.0
drivers license,1,2021-01-15,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,4971803.0
WAP (feat. Megan Thee Stallion),1,2020-09-22,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1550210.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-20,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,SAME_POSITION,1180849.0
drivers license,1,2021-01-16,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,4100318.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-21,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,SAME_POSITION,1184884.0
Therefore I Am,1,2020-11-16,Billie Eilish,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,United States,top200,SAME_POSITION,1378659.0
drivers license,1,2021-01-17,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,3461560.0
willow,1,2020-12-14,Taylor Swift,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,United States,top200,SAME_POSITION,1694850.0
drivers license,1,2021-01-18,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,3503575.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",1,2020-10-22,Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,United States,top200,SAME_POSITION,1204356.0
drivers license,1,2021-01-19,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,3501976.0
WAP (feat. Megan Thee Stallion),1,2020-09-23,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1553520.0
STAY (with Justin Bieber),1,2021-07-20,The Kid LAROI,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,United States,top200,SAME_POSITION,1849242.0
Therefore I Am,1,2020-11-17,Billie Eilish,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,United States,top200,SAME_POSITION,1348332.0
WAP (feat. Megan Thee Stallion),1,2020-08-28,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,2722433.0
cardigan,1,2020-07-28,Taylor Swift,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,United States,top200,SAME_POSITION,1852727.0
WAP (feat. Megan Thee Stallion),1,2020-08-29,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,2716343.0
cardigan,1,2020-07-29,Taylor Swift,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,United States,top200,SAME_POSITION,1678542.0
positions,1,2020-10-23,Ariana Grande,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,United States,top200,NEW_ENTRY,2805107.0
drivers license,1,2021-01-20,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,3258808.0
WAP (feat. Megan Thee Stallion),1,2020-08-30,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,2459217.0
willow,1,2020-12-15,Taylor Swift,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,United States,top200,SAME_POSITION,1531160.0
positions,1,2020-10-24,Ariana Grande,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,United States,top200,SAME_POSITION,2093744.0
drivers license,1,2021-01-21,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,3062305.0
cardigan,1,2020-07-30,Taylor Swift,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,United States,top200,SAME_POSITION,1554351.0
WAP (feat. Megan Thee Stallion),1,2020-09-24,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1555838.0
WAP (feat. Megan Thee Stallion),1,2020-08-31,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,2262646.0
STAY (with Justin Bieber),1,2021-07-21,The Kid LAROI,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,United States,top200,SAME_POSITION,1786909.0
willow,1,2020-12-16,Taylor Swift,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,United States,top200,SAME_POSITION,1380866.0
Therefore I Am,1,2020-11-18,Billie Eilish,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,United States,top200,SAME_POSITION,1294152.0
positions,1,2020-10-25,Ariana Grande,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,United States,top200,SAME_POSITION,1627618.0
drivers license,1,2021-01-22,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,3196541.0
WAP (feat. Megan Thee Stallion),1,2020-09-25,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1690081.0
my future,1,2020-07-31,Billie Eilish,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,United States,top200,NEW_ENTRY,2094143.0
Rockin' Around The Christmas Tree,1,2020-12-17,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,MOVE_UP,1313291.0
positions,1,2020-10-26,Ariana Grande,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,United States,top200,SAME_POSITION,1678204.0
drivers license,1,2021-01-23,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,2885660.0
STAY (with Justin Bieber),1,2021-07-22,The Kid LAROI,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,United States,top200,SAME_POSITION,1853628.0
drivers license,1,2021-02-01,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1931803.0
Therefore I Am,1,2020-11-19,Billie Eilish,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,United States,top200,SAME_POSITION,1275727.0
WAP (feat. Megan Thee Stallion),1,2020-09-26,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1750415.0
Rockin' Around The Christmas Tree,1,2020-12-18,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,SAME_POSITION,1442468.0
drivers license,1,2021-03-01,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1186806.0
positions,1,2020-10-27,Ariana Grande,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,United States,top200,SAME_POSITION,1579701.0
STAY (with Justin Bieber),1,2021-07-23,The Kid LAROI,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,United States,top200,SAME_POSITION,2209051.0
drivers license,1,2021-02-02,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1908413.0
drivers license,1,2021-01-24,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,2447127.0
WAP (feat. Megan Thee Stallion),1,2020-09-27,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1518865.0
Monster (Shawn Mendes & Justin Bieber),1,2020-11-20,Shawn Mendes,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1,United States,top200,NEW_ENTRY,1390004.0
Rockin' Around The Christmas Tree,1,2020-12-19,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,SAME_POSITION,1619978.0
drivers license,1,2021-03-02,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1169394.0
INDUSTRY BABY (feat. Jack Harlow),1,2021-07-24,Lil Nas X,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,United States,top200,MOVE_UP,2120801.0
positions,1,2020-10-28,Ariana Grande,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,United States,top200,SAME_POSITION,1467474.0
drivers license,1,2021-01-25,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,2586851.0
WAP (feat. Megan Thee Stallion),1,2020-09-28,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1368959.0
drivers license,1,2021-02-03,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1903004.0
positions,1,2020-11-21,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,MOVE_UP,1182680.0
Rockin' Around The Christmas Tree,1,2020-12-20,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,SAME_POSITION,1501597.0
drivers license,1,2021-03-03,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1168186.0
positions,1,2020-10-29,Ariana Grande,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,United States,top200,SAME_POSITION,1423435.0
drivers license,1,2021-01-26,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,2451705.0
positions,1,2020-11-22,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,SAME_POSITION,1030962.0
drivers license,1,2021-02-04,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1850809.0
INDUSTRY BABY (feat. Jack Harlow),1,2021-07-25,Lil Nas X,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,United States,top200,SAME_POSITION,1914128.0
WAP (feat. Megan Thee Stallion),1,2020-09-29,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1373955.0
Rockin' Around The Christmas Tree,1,2020-12-21,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,SAME_POSITION,1422629.0
drivers license,1,2021-03-04,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1175080.0
drivers license,1,2021-01-27,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,2366553.0
34+35,1,2020-10-30,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,United States,top200,NEW_ENTRY,2698854.0
drivers license,1,2021-02-05,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1893657.0
WAP (feat. Megan Thee Stallion),1,2020-09-30,Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,United States,top200,SAME_POSITION,1340937.0
positions,1,2020-11-23,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,SAME_POSITION,1094197.0
INDUSTRY BABY (feat. Jack Harlow),1,2021-07-26,Lil Nas X,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,United States,top200,SAME_POSITION,2125012.0
Rockin' Around The Christmas Tree,1,2020-12-22,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,SAME_POSITION,1506302.0
positions,1,2020-10-31,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,MOVE_UP,1899698.0
drivers license,1,2021-01-28,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,2269020.0
MONTERO (Call Me By Your Name),1,2021-04-01,Lil Nas X,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb,United States,top200,SAME_POSITION,2360917.0
What’s Next,1,2021-03-05,Drake,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz,United States,top200,NEW_ENTRY,3687689.0
drivers license,1,2021-02-06,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1806203.0
positions,1,2020-11-24,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,SAME_POSITION,1140252.0
INDUSTRY BABY (feat. Jack Harlow),1,2021-07-27,Lil Nas X,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,United States,top200,SAME_POSITION,2087050.0
Rockin' Around The Christmas Tree,1,2020-12-23,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,SAME_POSITION,1884549.0
drivers license,1,2021-02-07,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1600501.0
RAPSTAR,1,2021-05-01,Polo G,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6,United States,top200,MOVE_UP,1771664.0
drivers license,1,2021-01-29,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,2310212.0
positions,1,2020-11-25,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United States,top200,SAME_POSITION,1162632.0
MONTERO (Call Me By Your Name),1,2021-04-02,Lil Nas X,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb,United States,top200,SAME_POSITION,2378862.0
What’s Next,1,2021-03-06,Drake,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz,United States,top200,SAME_POSITION,2572542.0
Rockin' Around The Christmas Tree,1,2020-12-24,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,SAME_POSITION,3419175.0
RAPSTAR,1,2021-05-02,Polo G,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6,United States,top200,SAME_POSITION,1570122.0
drivers license,1,2021-01-30,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,2118861.0
drivers license,1,2021-02-08,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1587287.0
MONTERO (Call Me By Your Name),1,2021-04-03,Lil Nas X,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb,United States,top200,SAME_POSITION,2173426.0
What’s Next,1,2021-03-07,Drake,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz,United States,top200,SAME_POSITION,1805829.0
DÁKITI,1,2020-11-26,"Bad Bunny, Jhay Cortez",https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS,United States,top200,MOVE_UP,1054600.0
INDUSTRY BABY (feat. Jack Harlow),1,2021-07-28,Lil Nas X,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,United States,top200,SAME_POSITION,2041641.0
MONTERO (Call Me By Your Name),1,2021-04-04,Lil Nas X,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb,United States,top200,SAME_POSITION,1884803.0
What’s Next,1,2021-03-08,Drake,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz,United States,top200,SAME_POSITION,1667324.0
Kiss Me More (feat. SZA),1,2021-05-03,Doja Cat,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK,United States,top200,MOVE_UP,1627947.0
drivers license,1,2021-02-09,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1645296.0
What’s Next,1,2021-03-09,Drake,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz,United States,top200,SAME_POSITION,1589477.0
Rockin' Around The Christmas Tree,1,2020-12-25,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,SAME_POSITION,4091847.0
DÁKITI,1,2020-11-27,"Bad Bunny, Jhay Cortez",https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,United States,top200,SAME_POSITION,1499819.0
drivers license,1,2021-01-31,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1857394.0
drivers license,1,2021-02-10,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1629025.0
MONTERO (Call Me By Your Name),1,2021-04-05,Lil Nas X,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb,United States,top200,SAME_POSITION,2053571.0
Kiss Me More (feat. SZA),1,2021-05-04,Doja Cat,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK,United States,top200,SAME_POSITION,1692758.0
drivers license,1,2021-02-11,Olivia Rodrigo,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,United States,top200,SAME_POSITION,1592399.0
INDUSTRY BABY (feat. Jack Harlow),1,2021-07-29,Lil Nas X,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,United States,top200,SAME_POSITION,2044818.0
MONTERO (Call Me By Your Name),1,2021-04-06,Lil Nas X,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb,United States,top200,SAME_POSITION,2109447.0
What’s Next,1,2021-03-10,Drake,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz,United States,top200,SAME_POSITION,1434933.0
DÁKITI,1,2020-11-28,"Bad Bunny, Jhay Cortez",https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,United States,top200,SAME_POSITION,1410710.0
Rockin' Around The Christmas Tree,1,2020-12-26,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,United States,top200,SAME_POSITION,822685.0
Kiss Me More (feat. SZA),1,2021-05-05,Doja Cat,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK,United States,top200,SAME_POSITION,1687572.0
What’s Next,1,2021-03-11,Drake,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz,United States,top200,SAME_POSITION,1366534.0
good 4 u,1,2021-06-01,Olivia Rodrigo,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,United States,top200,SAME_POSITION,3603005.0
Love Story (Taylor’s Version),1,2021-02-12,Taylor Swift,https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf,United States,top200,NEW_ENTRY,2983511.0
DÁKITI,1,2020-11-29,"Bad Bunny, Jhay Cortez",https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,United States,top200,SAME_POSITION,1187251.0
MONTERO (Call Me By Your Name),1,2021-04-07,Lil Nas X,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb,United States,top200,SAME_POSITION,1998958.0
STAY (with Justin Bieber),1,2021-07-30,The Kid LAROI,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,United States,top200,MOVE_UP,2105502.0
