streams,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,covid_period
3169617.0,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,4.0,1
2705107.0,0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,4.0,1
1751193.0,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,4.0,1
2678524.0,0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,4.0,1
1719922.0,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,4.0,1
1733249.0,0.834,0.73,8.0,-3.714,1.0,0.222,0.00513,0.0,0.124,0.446,155.008,4.0,1
2432139.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2302841.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1953065.0,0.511,0.566,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.903,4.0,1
1608306.0,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,4.0,1
1669873.0,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,4.0,1
1867789.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
1925187.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
1652795.0,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,4.0,1
1970331.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
3030813.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1918016.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
1967330.0,0.511,0.566,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.903,4.0,1
2540164.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2475095.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
5749019.0,0.912,0.412,7.0,-8.074,1.0,0.123,0.0165,0.0126,0.104,0.423,154.983,4.0,1
2355804.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2117653.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1850663.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
1723856.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
4509921.0,0.912,0.412,7.0,-8.074,1.0,0.123,0.0165,0.0126,0.104,0.423,154.983,4.0,1
1977399.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
2667249.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1990250.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
4190968.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2586430.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
3105964.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,3
1982366.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
2269500.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2669001.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
2053663.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
2596599.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
2098041.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
2308334.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
4140190.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2334582.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1981753.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
2451235.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
4125004.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2239231.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1800383.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
2398474.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1979654.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
2246618.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
3852476.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2059952.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
4016028.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2076221.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
3366746.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2037811.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
2829090.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
3847877.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
3185010.0,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,4.0,1
3961641.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
4063283.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
3101235.0,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,4.0,1
3377506.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
3364401.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2943573.0,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,4.0,1
3417412.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2909139.0,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,4.0,1
2889903.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
3685548.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2632183.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
3506739.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2313677.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
3123184.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
3695130.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,1
1986019.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
3800251.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,1
2063026.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
3156211.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
3051093.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,1
2129189.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2525247.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2052255.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2803189.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,1
2056579.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2761841.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2956313.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2058151.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1866390.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2291255.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,2
2567508.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1879627.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
2685736.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2532609.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1670692.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1649042.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1884475.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,2
2590439.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1768127.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1771931.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1999401.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,2
2388239.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1791497.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1799415.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1873904.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,2
1807502.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2053976.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1758425.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1291254.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1721200.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,2
1801103.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2285461.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1727741.0,0.725,0.321,1.0,-10.744,0.0,0.323,0.578,0.0,0.0884,0.319,70.142,4.0,1
1301968.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1672136.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,2
1904715.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
2346159.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1302476.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1801742.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1783975.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1757572.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,2
2324374.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1330878.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1786104.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1569673.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1947892.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1550130.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,2
1394201.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1764798.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1450990.0,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,4.0,1
1666307.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
1598920.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1340990.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,2
1624229.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1551610.0,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,4.0,1
1472040.0,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,4.0,2
1704202.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1650611.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
1186786.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1595538.0,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,4.0,1
1425616.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,2
1689917.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1645750.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
1594092.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1274890.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1634932.0,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,4.0,1
1844094.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1410847.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,2
1301984.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1629295.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
1946406.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1304704.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1444117.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,2
1729280.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1877053.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1678169.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
1686550.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1272467.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1459147.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,2
1664769.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1840421.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1582501.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1626011.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
2459661.0,0.768,0.678,2.0,-5.604,1.0,0.0505,0.00838,0.0,0.0596,0.706,85.025,4.0,2
1366354.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,2
1900487.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1725852.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1502419.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,1
1784324.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1950473.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1223619.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,2
2095107.0,0.724,0.647,1.0,-5.642,1.0,0.0658,0.28,0.0,0.102,0.435,106.96,4.0,1
1724003.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1881479.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
3441328.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1649295.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1451567.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1350168.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,2
2719412.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1495914.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1472007.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,4.0,2
1480625.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
2252397.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1431492.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1701855.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1612281.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1436658.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
2623999.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1507531.0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,2
2473370.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1587648.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1359708.0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,2
2373826.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
2147076.0,0.703,0.594,5.0,-6.146,0.0,0.0752,0.342,0.0,0.123,0.475,153.848,4.0,2
2317682.0,0.833,0.539,11.0,-7.399,0.0,0.178,0.163,2.1e-06,0.101,0.385,99.947,4.0,1
1703109.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1166654.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
3939490.0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,2
2217532.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1418912.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,2
2388010.0,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273,4.0,1
1550772.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1868113.0,0.703,0.594,5.0,-6.146,0.0,0.0752,0.342,0.0,0.123,0.475,153.848,4.0,2
1833927.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1322749.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
2907934.0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,2
2206544.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1672406.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1396977.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,2
1833144.0,0.833,0.539,11.0,-7.399,0.0,0.178,0.163,2.1e-06,0.101,0.385,99.947,4.0,1
1798728.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1504619.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
2328154.0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,2
1892102.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1331721.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1661631.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1368647.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,2
1833938.0,0.833,0.539,11.0,-7.399,0.0,0.178,0.163,2.1e-06,0.101,0.385,99.947,4.0,1
1855915.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1586699.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1645022.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
2683557.0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,2
1376167.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,2
1843272.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1319526.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1756170.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1492861.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
2508912.0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,2
2109305.0,0.833,0.539,11.0,-7.399,0.0,0.178,0.163,2.1e-06,0.101,0.385,99.947,4.0,1
1675873.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1340029.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,2
1351465.0,0.621,0.601,6.0,-5.616,0.0,0.148,0.0522,0.0,0.46,0.457,116.735,5.0,2
1917503.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
2323376.0,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4.0,2
1347055.0,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037,0.0,0.0945,0.75,116.947,4.0,2
1905916.0,0.833,0.539,11.0,-7.399,0.0,0.178,0.163,2.1e-06,0.101,0.385,99.947,4.0,1
1737194.0,0.745,0.642,7.0,-6.257,0.0,0.287,0.0204,0.0,0.0658,0.226,179.974,4.0,2
1558545.0,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,4.0,2
1239178.0,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,2
